id,contrat,titre,texte,notice,page
axa_axa_axa_avizen_pro_2025_04_garanties_466534853a69_knowledge_ee3565d5451c,Avizen Pro,Capital invalidité permanente partielle ou totale (optionnelle),"Capital = montant du certificat × taux d'indemnisation (croisé ou professionnel selon le choix). Taux fixé définitivement à la consolidation, sans révision ; versement met fin à la garantie. Distincte de l'extension IPT de la garantie décès.",2025-04 Notice d'information Avizen Pro (AEP).pdf,21
axa_axa_axa_avizen_pro_2025_04_garanties_5aa626eed35e_knowledge_7d96fb0fa4eb,Avizen Pro,Rente éducation décès / IPT + double effet,"Comme Avizen : enfants fiscalement à charge (et nés < 300 jours après le décès), jusqu'à 26 ans ; viagère si allocation handicapé attribuée avant 21 ans et garantie souscrite avant les 16 ans de l'enfant ; paliers 100 % (0-11 ans), 125 % (12-17), 150 % (18-26) ; rente doublée en double effet.",2025-04 Notice d'information Avizen Pro (AEP).pdf,12
axa_axa_axa_avizen_pro_2025_04_garanties_77887a191541_knowledge_14a294237c21,Avizen Pro,Capital décès par accident / IPT par accident,"Décès directement lié à un accident, < 12 mois après ; IPT par accident < 24 mois après l'accident ; versement anticipé à la consolidation.",2025-04 Notice d'information Avizen Pro (AEP).pdf,11
axa_axa_axa_avizen_pro_2025_04_garanties_80c6d0464d00_knowledge_c65eda8b8ce7,Avizen Pro,Indemnités Remboursement des frais professionnels (optionnelle),"En ITT (maladie ou accident), indemnités versées à l'adhérent : soit équivalent journalier des frais professionnels échus et payés déclarés au fisc, soit équivalent journalier des frais de remplacement de l'assuré — plafonné au plafond journalier garanti au 1er jour d'arrêt. Si cessation définitive d'activité : reliquat des frais engagés avant cessation pris en charge. Frais couverts (fixes et permanents, nets des ressources de remplacement) : salaires nets et avantages en nature des collaborateurs ; charges sociales sur salaires des collaborateurs ; ta…",2025-04 Notice d'information Avizen Pro (AEP).pdf,16
axa_axa_axa_avizen_pro_2025_04_garanties_80ee94d21420_knowledge_bea1d352bf2a,Avizen Pro,IJ ITT par accident (optionnelle),"Comme IJ toutes causes, limitées à l'accident ; plafond 1 095 jours. Non cumulable avec IJ toutes causes.",2025-04 Notice d'information Avizen Pro (AEP).pdf,15
axa_axa_axa_avizen_pro_2025_04_garanties_8c3742b8bbe7_knowledge_18dcafdf9510,Avizen Pro,Capital invalidité par accident (optionnelle),"Capital × taux d'indemnisation fonctionnel ; taux définitif à la consolidation ; versement met fin à la garantie.",2025-04 Notice d'information Avizen Pro (AEP).pdf,24
axa_axa_axa_entourage_2025_06_garanties_23a00d124ec2_knowledge_1b9ff505ee1c,Entour'Age,Services pour l'aidant de l'assuré,"Informations/conseils identiques à l'assuré ; organisation de services à la personne et recherche de fournisseurs (coûts non pris en charge) ; hospitalisation imprévue > 24 h de l'aidant : aide-ménagère/auxiliaire de vie 20 h max plafonnée à 500 € TTC, 1 intervention/année civile, demande sous 8 jours ; besoin de répit de l'aidant : auxiliaire de vie (7 jours/an max, 6 h/jour max) et/ou hébergement temporaire (7 jours/an, transport 100 €/an) dans la limite GLOBALE de 1 000 € TTC/an ; aide à l'hébergement en établissement (recherche 3 établissements, 2 v…",2025-06 Notice d'Information Entour'Age.pdf,25
axa_axa_axa_entourage_2025_06_garanties_7df9dcef291e_knowledge_8602bccd2ff7,Entour'Age,Services dès l'adhésion « ENTREAIDANTS »,"Site entreaidants.fr ; renseignements téléphoniques personnalisés 24/7 (prévention, santé, juridique, démarches dépendance « Mon assistante dédiée », aide à la constitution de dossiers APA etc.) ; garanties hospitalisation (> 24 h, ou < 24 h avec chirurgie hanche/bras/jambe/pied/main, ou chimio/radiothérapie) ou immobilisation > 4 jours : aide-ménagère/garde-malade 20 h max (min 2 h consécutives) plafonnée à 500 € TTC (demande sous 8 jours), garde/transfert animaux (2 max, 250 € TTC), visite d'un proche (transport A/R + hôtel 50 €/nuit max 250 € si aucu…",2025-06 Notice d'Information Entour'Age.pdf,15
axa_axa_axa_entourage_2025_06_garanties_d34d924c6410_knowledge_ac2f1209e317,Entour'Age,Rente viagère dépendance (garantie principale obligatoire),"Rente mensuelle versée tant que dure l'état de dépendance garanti. Montant en dépendance totale = montant souscrit (500 à 3 000 €/mois) × taux de revalorisation depuis l'adhésion × le cas échéant coefficient de réduction (si résiliation après ≥ 8 ans). En Formule Totale et Partielle : 50 % du montant en dépendance partielle ; la rente totale se substitue intégralement à la rente partielle si l'état s'aggrave (nouveau dossier requis). Versée mensuellement à terme échu, après franchise absolue de 3 mois (à compter du 91e jour suivant la reconnaissance). C…",2025-06 Notice d'Information Entour'Age.pdf,21
axa_axa_axa_entourage_2025_06_garanties_ef6ab638bf32_knowledge_7c02f4cdceb0,Entour'Age,Services d'assistance dédiés en perte d'autonomie,"Bilan initial de situation de dépendance à domicile (1 seul par assuré pendant l'adhésion) ; « projet de vie personnalisé » ; bilan d'adaptation du domicile par ergothérapeute/professionnel du bâtiment pris en charge jusqu'à 500 € TTC ; suivi de la qualité de vie.",2025-06 Notice d'Information Entour'Age.pdf,23
axa_axa_axa_essenciel_2025_06_garanties_962d2baf76de_knowledge_27dc8feebdeb,Essen'Ciel (assurance obsèques),Garantie décès (capital obsèques),"Versement du capital garanti (2 000 à 10 000 €, choisi à l'adhésion) : à hauteur des frais d'obsèques à la personne/entreprise de pompes funèbres sur facture (acquittée → remboursement à la personne ayant avancé ; non acquittée → versement direct aux pompes funèbres) ; solde éventuel aux bénéficiaires subsidiaires. Le capital doit obligatoirement être affecté au financement des obsèques à concurrence de leur coût. Mise à disposition sous 48 h (ouvrées) après réception des pièces. Couverture monde entier. Le contrat n'organise PAS les obsèques.",2025-06 Notice d'information Essen'Ciel.pdf,20
axa_axa_axa_essenciel_2025_06_garanties_9ebc6fa82294_knowledge_6e72c2b48f79,Essen'Ciel (assurance obsèques),Revalorisation du capital,"Revalorisation contractuelle GARANTIE de 1 %/an du capital à chaque anniversaire de l'adhésion, sans augmentation de cotisation ; + participation aux résultats techniques et financiers (taux annuel décidé par AXA, attribution au plus tard le 1er avril à effet du 31/12 précédent). La revalorisation est étendue post-mortem jusqu'à réception complète des pièces (L132-5).",2025-06 Notice d'information Essen'Ciel.pdf,20
axa_axa_axa_essenciel_2025_06_garanties_c0b7532da10b_knowledge_580dd13f2d14,Essen'Ciel (assurance obsèques),Assistance dès l'adhésion,"Informations et conseils « Obsèques » (8h-20h30, 7j/7) ; informations juridiques « Obsèques » (succession, fiscalité, juridictions…).",2025-06 Notice d'information Essen'Ciel.pdf,23
axa_axa_axa_essenciel_2025_06_garanties_e42b591edf9f_knowledge_8cbfa291bbd8,Essen'Ciel (assurance obsèques),Assistance au moment du décès,"Rapatriement du corps/cendres jusqu'au lieu d'inhumation en France (frais réels ; cercueil lié au transport : 800 € TTC max ; frais d'obsèques/cérémonie/convois/inhumation à charge de la famille ; rapatriement vers l'étranger possible mais tous frais à charge) ; retour des membres de la famille voyageant avec l'assuré (aller simple) ; présence d'un membre de la famille (A/R + hôtel 3 nuits max à 80 €/nuit, si l'assuré était seul sur place) — PLAFOND GLOBAL de ces 3 garanties : 3 600 € TTC ; monde entier si décès à plus de 30 km du domicile, séjours étra…",2025-06 Notice d'information Essen'Ciel.pdf,24
axa_axa_axa_essenciel_2025_06_garanties_e659d22109db_knowledge_887ac2922e7f,Essen'Ciel (assurance obsèques),Assistance après le décès (proches),"Soutien psychologique : 6 entretiens max (téléphone et/ou cabinet, remboursement 80 €/séance max en cabinet) pendant 12 mois ; accompagnement social : jusqu'à 3 évaluations téléphoniques par assistant(e) social(e) pendant 3 mois ; plateforme digitale de démarches post-décès (courriers types, 1 an d'accès) ; aide à la mobilité pour personnes seules (accompagnateur taxi/VTC, rayon 50 km, limite 160 € TTC, pendant 3 mois) ; mise en relation entretien/fleurissement de sépulture ; organisation de services à la personne (devis, avantages CESU/fiscaux — coût à…",2025-06 Notice d'information Essen'Ciel.pdf,27
axa_essenciel_patrimoine_2023-09_garantie_e7d9ed7ecece,Essen'Ciel Patrimoine,Garantie décès — versement d'un capital aux bénéficiaires,"En cas de décès de l'assuré, versement d'un capital au(x) bénéficiaire(s) désigné(s). Cadre fiscal assurance vie.",2023-09 Notice d'information Essen'Ciel Patrimoine.pdf,"2, 4, 16"
axa_essenciel_patrimoine_2023-09_garantie_382e69377b50,Essen'Ciel Patrimoine,Revalorisation / participation aux bénéfices,"Pas de PB contractuelle, mais participation aux bénéfices selon le Code des assurances ; revalorisation possible du capital décès.",2023-09 Notice d'information Essen'Ciel Patrimoine.pdf,"6, 8"
axa_axa_axa_excelium_vie_2026_05_garanties_646ff8db73da_knowledge_44cff956d072,Excelium (assurance vie),Garantie en cas de décès,"Capital décès = épargne tous supports confondus, OU montant dû au titre de la garantie « Sérénité », OU montant dû au titre de la garantie « Revalorisée ». Le versement met fin à l'adhésion.",2026-05 Notice Excelium Vie.pdf,15
axa_axa_axa_excelium_vie_2026_05_garanties_74ce8a266629_knowledge_ea183a5624f4,Excelium (assurance vie),Garantie « Revalorisée »,"Souscrite automatiquement et exclusivement si gestion par convention Conviction Fortissimo ou Horizon Actions Fortissimo (sans fonds Croissance) ET âge < 70 ans à l'adhésion. Capital décès minimum = cumul des versements NETS revalorisés au taux mensuel du Livret A (du 1er jour du mois suivant l'encaissement au dernier jour du mois précédant le décès), minorés proportionnellement à chaque rachat partiel. Effet à la fin du délai de renonciation ; cesse en cas de changement de gestion/convention avec fonds Croissance, rachat total, renonciation, ou au 1er…",2026-05 Notice Excelium Vie.pdf,16
axa_axa_axa_excelium_vie_2026_05_garanties_c32aff3d329b_knowledge_f37b388cf816,Excelium (assurance vie),"Garantie « Sérénité » (plancher, incluse)","Capital décès jamais inférieur aux versements BRUTS de frais diminués des rachats. Cesse au 80e anniversaire (coût inclus dans les frais de gestion des UC, prélevé toute la durée y compris après 80 ans). Fonds Croissance : si décès entre 80 et 90 ans avant l'échéance, minimum = montant garanti du fonds Croissance, sans frais. Cesse en cas de renonciation ou rachat total.",2026-05 Notice Excelium Vie.pdf,15
axa_axa_axa_excelium_vie_2026_05_garanties_d4df6041404f_knowledge_6cd775321f12,Excelium (assurance vie),Garantie en cas de vie (au terme),"Capital, ou sur proposition de l'assureur rente viagère (conditions et tarif en vigueur à la demande : frais d'arrérage, taux technique, table de mortalité ; trop-perçus post-décès remboursés par les héritiers). Le règlement met fin à l'adhésion.",2026-05 Notice Excelium Vie.pdf,15
axa_axa_axa_ma_protection_accident_2024_03_garanties_26e5f14dc994_knowledge_debe9a9a0e38,Ma Protection Accident (Garantie des accidents de la vie),Accidents lors de la conduite d'un véhicule (dérogations),"Par dérogation à l'exclusion circulation : véhicule 4 roues loué < 3 mois ; engin de jardinage autoporteur ou fauteuil roulant ; enfant < 12 ans conduisant un véhicule à moteur pour enfant ; victime impliquant son propre véhicule alors qu'elle n'avait plus/pas encore la qualité de conducteur.",2024-03 CG Ma Protection Accident (AGA-AEP).pdf,5
axa_axa_axa_ma_protection_accident_2024_03_garanties_72021e69b219_knowledge_0bef033c84e0,Ma Protection Accident (Garantie des accidents de la vie),Accidents médicaux et infections nosocomiales,"Accidents médicaux dont le fait générateur est postérieur à la prise d'effet, première manifestation dommageable pendant la garantie, avec conséquences anormales au regard de l'état initial du patient et de son évolution prévisible.",2024-03 CG Ma Protection Accident (AGA-AEP).pdf,4
axa_axa_axa_ma_protection_accident_2024_03_garanties_8b91476378b2_knowledge_266f5c0542dc,Ma Protection Accident (Garantie des accidents de la vie),Préjudices indemnisés selon droit commun,"Assistance tierce personne (ATP) ; frais de logement adapté (FLA) ; frais de véhicule adapté (FVA) ; pertes de gains professionnels actuels (PGPA) ; pertes de gains professionnels futurs (PGPF, capitalisation au barème des organismes sociaux R376-1/R454-1 CSS).",2024-03 CG Ma Protection Accident (AGA-AEP).pdf,9
axa_axa_axa_ma_protection_accident_2024_03_garanties_9f89adc0658d_knowledge_de02ca1df5b3,Ma Protection Accident (Garantie des accidents de la vie),Indemnisation des préjudices corporels (barème AQV),"Indemnisation contractuelle des postes DFP (0-100), Préjudice Esthétique Permanent (0-7) et Souffrances Endurées (0-7) selon l'indice AQV (= somme des trois, arrondi à l'entier supérieur) et l'âge à la consolidation, suivant le tableau contractuel.",2024-03 CG Ma Protection Accident (AGA-AEP).pdf,7
axa_axa_axa_ma_protection_accident_2024_03_garanties_ab5b155c98dd_knowledge_f44230ee79a8,Ma Protection Accident (Garantie des accidents de la vie),En cas de décès,"Remboursement des frais d'obsèques (frais réels, limite 5 000 €) à la personne justifiant les avoir réglés ; si conjoint/enfant/famille couverts : préjudice d'affection (PAF), frais divers (FD), pertes de revenus des proches (PR, capitalisées).",2024-03 CG Ma Protection Accident (AGA-AEP).pdf,9
axa_axa_axa_ma_protection_accident_2024_03_garanties_e1f5f51c7ef1_knowledge_b9e1422d7074,Ma Protection Accident (Garantie des accidents de la vie),Accidents corporels d'activités courantes,"Accidents survenus lors d'activités domestiques, scolaires et de loisirs pendant la période d'effet ; activités sportives en baptême ou initiation encadrée par personnes qualifiées d'une structure habilitée.",2024-03 CG Ma Protection Accident (AGA-AEP).pdf,4
axa_axa_axa_ma_protection_accident_2024_03_garanties_f523b50de602_knowledge_daf339abe06e,Ma Protection Accident (Garantie des accidents de la vie),Accidents corporels lors d'événements exceptionnels,"Catastrophes naturelles, industrielles ou technologiques ; agressions, vandalisme ; terrorisme, attentats, infractions des articles 706-3 et suivants du Code de procédure pénale ; mouvements populaires et rassemblements sur la voie publique.",2024-03 CG Ma Protection Accident (AGA-AEP).pdf,4
axa_axa_axa_ma_retraite_2026_05_garanties_2a82507190c0_knowledge_a3e9a5052e25,Ma Retraite (plan d'épargne retraite individuel — PER),"Garantie « Sérénité » (plancher décès, incluse)","Si décès avant 80 ans : capital décès (ou capital constitutif de rente) ≥ cumul des versements bruts de frais − rachats (rachats exceptionnels, sorties partielles en capital ou en rente à hauteur du capital constitutif). Coût inclus dans les frais de gestion UC, prélevé toute la durée y compris après 80 ans.",2026-05 Notice Ma Retraite.pdf,13
axa_axa_axa_ma_retraite_2026_05_garanties_2f0464c0cd48_knowledge_500bf61880f1,Ma Retraite (plan d'épargne retraite individuel — PER),En cas de décès avant liquidation totale,"Prestation aux bénéficiaires en capital ou en rente : capital = épargne (tous supports) ou montant de la garantie « Sérénité ». Bénéficiaire majeur : rente viagère ou temporaire ≥ 10 ans ; bénéficiaire mineur : rente temporaire d'éducation jusqu'à 25 ans. Versement sous 1 mois après réception des pièces. Met fin à l'adhésion. Versements réguliers et arbitrages Activ'Retraite arrêtés au traitement de l'acte de décès.",2026-05 Notice Ma Retraite.pdf,12
axa_axa_axa_ma_retraite_2026_05_garanties_2fe10460c58d_knowledge_13e68eb757c5,Ma Retraite (plan d'épargne retraite individuel — PER),Garanties de fidélité,Le contrat ne comporte pas de garantie de fidélité (hors offres commerciales ponctuelles).,2026-05 Notice Ma Retraite.pdf,26
axa_axa_axa_ma_retraite_2026_05_garanties_b0952cb6ac40_knowledge_318fdaeb25df,Ma Retraite (plan d'épargne retraite individuel — PER),En cas de vie — sortie en capital,"À l'échéance (et sous réserve de liquidation effective de la retraite ou d'atteinte de l'âge légal) : délivrance de tout ou partie des droits des compartiments 1 et 2 en capital, en une fois ou fractionné ; versement partiel ≥ 750 €, solde restant > 750 €. Pas de frais de sortie en capital. Interdit si option expresse et irrévocable pour la rente.",2026-05 Notice Ma Retraite.pdf,10
axa_axa_axa_ma_retraite_2026_05_garanties_dd10b98b0d62_knowledge_5506ae497daf,Ma Retraite (plan d'épargne retraite individuel — PER),En cas de vie — sortie en rente viagère,"Rente trimestrielle à terme échu (effet le 1er jour du mois suivant l'échéance demandée), calculée selon âge, option de rente, âge du réversataire et taux de réversion, frais de service de 1 % par arrérage, conditions tarifaires garanties au moment de chaque investissement (Protection Retraite). Options : réversion 60 % ou 100 % ; annuités garanties (versées quoi qu'il arrive sur la période, bénéficiaire désigné irrévocablement) ; réversion temporaire (≥ 10 ans) ; rente majorée ou minorée pendant la première période. Trop-perçu post-décès remboursé. Com…",2026-05 Notice Ma Retraite.pdf,10
axa_axa_axa_masterlife_credit_2024_10_garanties_7fecd8ae9f79_knowledge_d0af30a9aaf6,Masterlife CREDIT,Incapacité de travail (IJ),"IJ aux bénéficiaires × quotité assurée, plafonnées à 1/30e de la mensualité (1/90e trimestrialité, 1/180e semestrialité, 1/365e annuité ; prêt in fine : 1/365e des intérêts annuels — capital final toujours exclu). Cessent : fin d'incapacité ou consolidation, 1 095e jour (franchise incluse), 70 ans, fin/remboursement du prêt, liquidation retraite (y compris inaptitude L351-7). Mi-temps thérapeutique : 50 % maintenus 90 jours max. Rechute ≤ 90 jours (même affection) : reprise immédiate sans franchise ; > 90 jours : nouvelle franchise, et si même affection…",Notice-Masterlife-Credit-202410.pdf,13
axa_axa_axa_masterlife_credit_2024_10_garanties_93963eb93de3_knowledge_9f59cb6de90f,Masterlife CREDIT,Invalidité totale ou partielle,"IJ trimestrielles × quotité, pour chaque jour d'invalidité : taux (n) ≥ 66 % → 100 % des IJ plafond (1/30e mensualité…) ; 33 % ≤ n < 66 % → IJ × taux d'indemnisation(n) ; n < 33 % → rien. Taux croisé fonctionnel × professionnel (tableau) pour les actifs ; fonctionnel seul pour chômeurs/inactifs. Taux révisable. Non cumulable avec l'incapacité. Si n ≥ 66 % et prêt amortissable à échéances constantes : ADIS peut verser le capital restant dû (met fin à l'adhésion).",Notice-Masterlife-Credit-202410.pdf,14
axa_axa_axa_masterlife_credit_2024_10_garanties_9542660c76a0_knowledge_3dd8f3ed7869,Masterlife CREDIT,Exonération du paiement des cotisations,"Incapacité : remboursement de 1/365e de la cotisation annuelle par journée d'incapacité, après déduction d'une FRANCHISE DE 90 JOURS, remboursement en fin de période. Aide à la famille : remboursement 1/365e par jour indemnisé (plafond global 4 000 €/mois). Invalidité totale ou GIS : exonération des cotisations à échoir jusqu'à 70 ans max, garanties intégralement maintenues sans modification possible.",Notice-Masterlife-Credit-202410.pdf,16
axa_axa_axa_masterlife_credit_2024_10_garanties_adf30e38133e_knowledge_9073a4080125,Masterlife CREDIT,Invalidité spécifique AERAS (GIS),"Proposée par l'assureur (pas une option à la demande) si incapacité et invalidité refusées pour raisons médicales. IJ trimestrielles × quotité si incapacité professionnelle TOTALE (titre de pension 2e/3e catégorie SS, congé longue maladie fonctionnaires, ou notification d'inaptitude totale non-salariés) ET incapacité fonctionnelle ≥ 70 % (barème du Code des pensions civiles). Cessent sous 70 %. Faculté de verser le capital restant dû (fin d'adhésion). Prestations en cours maintenues même si la convention ANPERE/AXA est résiliée.",Notice-Masterlife-Credit-202410.pdf,16
axa_axa_axa_masterlife_credit_2024_10_garanties_d491c9d8dfde_knowledge_32a7d6cd89bf,Masterlife CREDIT,PTIA,"Capital restant dû à la date de consolidation de la PTIA × quotité assurée, si consolidation avant le 70e anniversaire. Le versement met fin à l'adhésion.",Notice-Masterlife-Credit-202410.pdf,12
axa_axa_axa_masterlife_credit_2024_10_garanties_e995610a6cfc_knowledge_bb8b7f487fe1,Masterlife CREDIT,Garantie Aide à la famille,"IJ = 50 % des IJ incapacité, si garantie incapacité souscrite, enfant à charge < 20 ans gravement malade/handicapé/accidenté, AJPP perçue, cessation ponctuelle d'activité, et prêt immobilier ou professionnel. Versées dès le 1er jour d'AJPP. Max 14 mois par enfant et pathologie, renouvelable une fois. Plafond GLOBAL avec l'exonération : 4 000 €/mois/assuré.",Notice-Masterlife-Credit-202410.pdf,14
axa_axa_axa_masterlife_credit_2024_10_garanties_f9f69ff37530_knowledge_4f246d649228,Masterlife CREDIT,Décès,"Capital égal au montant restant dû au jour du décès (quelle qu'en soit la cause), à concurrence de la quotité assurée, versé aux bénéficiaires. Échéances impayées antérieures au décès exclues. Co-emprunteurs décédés simultanément : versement total plafonné au restant dû du prêt. Règlement sous 10 jours après pièces (avec accord de prise en charge ADIS).",Notice-Masterlife-Credit-202410.pdf,12
