id,contrat,titre,texte,notice,page
axa_axa_axa_avizen_pro_2025_04_delais_carences_franchises_826a5f716dd0_knowledge_861431863f92,Avizen Pro,"90 jours à compter de la date d'effet ; 365 jours pour les troubles psychiques (liste contractuelle) ; s'applique aussi aux suppléments en cas d'augmentation","90 jours à compter de la date d'effet ; 365 jours pour les troubles psychiques (liste contractuelle) ; s'applique aussi aux suppléments en cas d'augmentation",2025-04 Notice d'information Avizen Pro (AEP).pdf,43
axa_axa_axa_avizen_pro_2025_04_delais_carences_franchises_dbd5d88f4350_knowledge_427dde66e17f,Avizen Pro,franchise 30 jours ou celle du certificat si supérieure,franchise 30 jours ou celle du certificat si supérieure,2025-04 Notice d'information Avizen Pro (AEP).pdf,44
axa_axa_axa_avizen_pro_2025_04_delais_carences_franchises_fea8446cda73_knowledge_bc11aabb5e7b,Avizen Pro,"15 jours après fin de franchise (sinon franchise prolongée) ; prolongations sous 15 jours","15 jours après fin de franchise (sinon franchise prolongée) ; prolongations sous 15 jours",2025-04 Notice d'information Avizen Pro (AEP).pdf,27
axa_axa_axa_entourage_2025_06_delais_carences_franchises_06b4f991951a_knowledge_def70d3ad12d,Entour'Age,Franchise absolue de 3 mois : rente due à compter du 91e jour suivant la reconnaissance de l'état de dépendance,Franchise absolue de 3 mois : rente due à compter du 91e jour suivant la reconnaissance de l'état de dépendance,2025-06 Notice d'Information Entour'Age.pdf,21
axa_axa_axa_entourage_2025_06_delais_carences_franchises_1c5ace0d0983_knowledge_9039b861f674,Entour'Age,"2 ans ; 10 ans (vie : bénéficiaire distinct / accidents : ayants droit) ; 30 ans max pour les actions du bénéficiaire après le décès","2 ans ; 10 ans (vie : bénéficiaire distinct / accidents : ayants droit) ; 30 ans max pour les actions du bénéficiaire après le décès",2025-06 Notice d'Information Entour'Age.pdf,31
axa_axa_axa_entourage_2025_06_delais_carences_franchises_32265caaab76_knowledge_3f10706bcc2b,Entour'Age,Au plus tard 1 mois après réception de l'ensemble des pièces justificatives,Au plus tard 1 mois après réception de l'ensemble des pièces justificatives,2025-06 Notice d'Information Entour'Age.pdf,28
axa_axa_axa_entourage_2025_06_delais_carences_franchises_ac7f227d66d5_knowledge_7ffb7027b5a8,Entour'Age,"Adhésion ANNULÉE (garanties réputées n'avoir jamais pris effet, cotisations intégralement remboursées, sauf fausse déclaration intentionnelle L113-8)","Adhésion ANNULÉE (garanties réputées n'avoir jamais pris effet, cotisations intégralement remboursées, sauf fausse déclaration intentionnelle L113-8)",2025-06 Notice d'Information Entour'Age.pdf,8
axa_axa_axa_entourage_2025_06_delais_carences_franchises_ad16ac0bce02_knowledge_035d6a65dfdf,Entour'Age,"Aucun si dépendance d'origine accidentelle (constatation postérieure à l'adhésion, 1re cotisation payée) ; 1 an dans les autres cas ; 3 ans si maladie neurolog…","Aucun si dépendance d'origine accidentelle (constatation postérieure à l'adhésion, 1re cotisation payée) ; 1 an dans les autres cas ; 3 ans si maladie neurologique, neurodégénérative ou psychiatrique ; s'applique aussi aux augmentations de garanties (sur le supplément)",2025-06 Notice d'Information Entour'Age.pdf,9
axa_axa_axa_essenciel_2025_06_delais_carences_franchises_03376793904c_knowledge_ed2b1ff2548f,Essen'Ciel (assurance obsèques),"30 jours calendaires révolus ; remboursement intégral sous 30 jours","30 jours calendaires révolus ; remboursement intégral sous 30 jours",2025-06 Notice d'information Essen'Ciel.pdf,33
axa_axa_axa_essenciel_2025_06_delais_carences_franchises_21965f763a67_knowledge_c36b182e6cb5,Essen'Ciel (assurance obsèques),48 h (jours ouvrés) après réception de toutes les pièces justificatives,48 h (jours ouvrés) après réception de toutes les pièces justificatives,2025-06 Notice d'information Essen'Ciel.pdf,38
axa_axa_axa_essenciel_2025_06_delais_carences_franchises_29aa24c3d7b5_knowledge_c4c1cb6c1b73,Essen'Ciel (assurance obsèques),"1 an ; en cas de décès non accidentel pendant ce délai : remboursement à la succession des cotisations versées nettes de frais de fonctionnement et de gestion","1 an ; en cas de décès non accidentel pendant ce délai : remboursement à la succession des cotisations versées nettes de frais de fonctionnement et de gestion",2025-06 Notice d'information Essen'Ciel.pdf,32
axa_axa_axa_essenciel_2025_06_delais_carences_franchises_57a01f7012c4_knowledge_8336ecd3eb5c,Essen'Ciel (assurance obsèques),2 mois max après réception des pièces,2 mois max après réception des pièces,2025-06 Notice d'information Essen'Ciel.pdf,35
axa_axa_axa_essenciel_2025_06_delais_carences_franchises_721dff430cbb_knowledge_f273b2650a93,Essen'Ciel (assurance obsèques),"2 ans (régime L114-1 s., détails au §11.2)","2 ans (régime L114-1 s., détails au §11.2)",2025-06 Notice d'information Essen'Ciel.pdf,41
axa_axa_axa_essenciel_2025_06_delais_carences_franchises_d1a4a99c46a0_knowledge_d17b80e56b2c,Essen'Ciel (assurance obsèques),"dépôt CDC 10 ans après connaissance du décès OU 120e anniversaire de l'assuré (si aucune opération depuis 2 ans et recherche infructueuse) ; acquisition par l'…","dépôt CDC 10 ans après connaissance du décès OU 120e anniversaire de l'assuré (si aucune opération depuis 2 ans et recherche infructueuse) ; acquisition par l'État 20 ans après dépôt",2025-06 Notice d'information Essen'Ciel.pdf,39
axa_axa_axa_excelium_vie_2026_05_delais_carences_franchises_263e9fdfb993_knowledge_59f8e985663a,Excelium (assurance vie),résiliation définitive de la garantie 40 jours après l'envoi de la LR,résiliation définitive de la garantie 40 jours après l'envoi de la LR,2026-05 Notice Excelium Vie.pdf,17
axa_axa_axa_excelium_vie_2026_05_delais_carences_franchises_7cd811231573_knowledge_14d553d90326,Excelium (assurance vie),2 mois max (délais supérieurs à 3 semaines possibles sur supports non cotés/immobiliers),2 mois max (délais supérieurs à 3 semaines possibles sur supports non cotés/immobiliers),2026-05 Notice Excelium Vie.pdf,44
axa_axa_axa_excelium_vie_2026_05_delais_carences_franchises_f53d6c273460_knowledge_c3f8fe42d976,Excelium (assurance vie),"30 jours calendaires révolus à compter de l'information de la conclusion (signature du bulletin) ; remboursement intégral ; met fin à toutes les garanties","30 jours calendaires révolus à compter de l'information de la conclusion (signature du bulletin) ; remboursement intégral ; met fin à toutes les garanties",2026-05 Notice Excelium Vie.pdf,60
axa_axa_axa_ma_protection_accident_2024_03_delais_carences_franchises_37393853f687_knowledge_961d22bd6d10,Ma Protection Accident (Garantie des accidents de la vie),5 mois suivant l'information de la consolidation (ou du décès),5 mois suivant l'information de la consolidation (ou du décès),2024-03 CG Ma Protection Accident (AGA-AEP).pdf,17
axa_axa_axa_ma_protection_accident_2024_03_delais_carences_franchises_4869f9742f94_knowledge_59e389e27578,Ma Protection Accident (Garantie des accidents de la vie),5 jours ouvrés à compter de la survenance,5 jours ouvrés à compter de la survenance,2024-03 CG Ma Protection Accident (AGA-AEP).pdf,16
axa_axa_axa_ma_protection_accident_2024_03_delais_carences_franchises_53a94ed30feb_knowledge_86f7a15c46f1,Ma Protection Accident (Garantie des accidents de la vie),2 ans (10 ans lorsque les bénéficiaires sont les ayants droit de l'assuré décédé),2 ans (10 ans lorsque les bénéficiaires sont les ayants droit de l'assuré décédé),2024-03 CG Ma Protection Accident (AGA-AEP).pdf,20
axa_axa_axa_ma_protection_accident_2024_03_delais_carences_franchises_562da122974e_knowledge_309553eac304,Ma Protection Accident (Garantie des accidents de la vie),DFP ≥ 1 %,DFP ≥ 1 %,2024-03 CG Ma Protection Accident (AGA-AEP).pdf,4
axa_axa_axa_ma_protection_accident_2024_03_delais_carences_franchises_74eaaff81bd2_knowledge_6ec0d7dce9da,Ma Protection Accident (Garantie des accidents de la vie),15 jours suivant l'acceptation de l'offre,15 jours suivant l'acceptation de l'offre,2024-03 CG Ma Protection Accident (AGA-AEP).pdf,17
axa_axa_axa_ma_protection_accident_2024_03_delais_carences_franchises_cb11d4b6fb46_knowledge_3a65dec67694,Ma Protection Accident (Garantie des accidents de la vie),45 € par événement,45 € par événement,2024-03 CG Ma Protection Accident (AGA-AEP).pdf,11
axa_axa_axa_ma_retraite_2026_05_delais_carences_franchises_338cb3043389_knowledge_e77cb85bacc0,Ma Retraite (plan d'épargne retraite individuel — PER),"30 jours calendaires révolus (conclusion = signature du Bulletin) ; LRAR à AXA France Épargne, Retraite et Prévoyance TSA 60907 92897 Nanterre Cedex 9 ; rembou…","30 jours calendaires révolus (conclusion = signature du Bulletin) ; LRAR à AXA France Épargne, Retraite et Prévoyance TSA 60907 92897 Nanterre Cedex 9 ; remboursement intégral",2026-05 Notice Ma Retraite.pdf,43
axa_axa_axa_ma_retraite_2026_05_delais_carences_franchises_637e5ceb08df_knowledge_a7290371655e,Ma Retraite (plan d'épargne retraite individuel — PER),"notification de la valeur sous 1 mois ; 15 jours de rétractation ; versement sous 15 jours après acceptation du gestionnaire d'accueil","notification de la valeur sous 1 mois ; 15 jours de rétractation ; versement sous 15 jours après acceptation du gestionnaire d'accueil",2026-05 Notice Ma Retraite.pdf,27
axa_axa_axa_ma_retraite_2026_05_delais_carences_franchises_6bbe8fbb8a03_knowledge_577fa7bf824d,Ma Retraite (plan d'épargne retraite individuel — PER),2 mois max après demande complète,2 mois max après demande complète,2026-05 Notice Ma Retraite.pdf,27
axa_axa_axa_ma_retraite_2026_05_delais_carences_franchises_6d23a54f0cc2_knowledge_d445fc399b8d,Ma Retraite (plan d'épargne retraite individuel — PER),1 mois max après réception des pièces,1 mois max après réception des pièces,2026-05 Notice Ma Retraite.pdf,12
axa_axa_axa_ma_retraite_2026_05_delais_carences_franchises_de86b07410c8_knowledge_9957db1025ba,Ma Retraite (plan d'épargne retraite individuel — PER),dès 5 ans avant l'échéance : droit d'interroger l'assureur sur les modalités de restitution et le rythme de réduction des risques,dès 5 ans avant l'échéance : droit d'interroger l'assureur sur les modalités de restitution et le rythme de réduction des risques,2026-05 Notice Ma Retraite.pdf,39
axa_axa_axa_masterlife_credit_2024_10_delais_carences_franchises_126e25f4e036_knowledge_a77c08f89bb7,Masterlife CREDIT,"à déclarer à ADIS sous 12 mois ; allongement ≤ 60 mois du prêt initial : pas de nouvelle sélection médicale","à déclarer à ADIS sous 12 mois ; allongement ≤ 60 mois du prêt initial : pas de nouvelle sélection médicale",Notice-Masterlife-Credit-202410.pdf,8
axa_axa_axa_masterlife_credit_2024_10_delais_carences_franchises_27779267fdf7_knowledge_2a150183bfff,Masterlife CREDIT,"LR au plus tard 10 jours après la fin de la franchise (sinon franchise décomptée à réception) ; prolongations sous 10 jours ; DÉCHÉANCE possible (L113-2) si dé…","LR au plus tard 10 jours après la fin de la franchise (sinon franchise décomptée à réception) ; prolongations sous 10 jours ; DÉCHÉANCE possible (L113-2) si déclaration > 180 jours après le début de l'arrêt (prolongation : 90 jours) avec préjudice pour l'assureur",Notice-Masterlife-Credit-202410.pdf,18
axa_axa_axa_masterlife_credit_2024_10_delais_carences_franchises_43661b0990e6_knowledge_804dcccb9054,Masterlife CREDIT,"au choix aux conditions particulières (15 ou 30 jours non proposés en dispense Lemoine) ; psy/asthénie/fibromyalgie : 90 jours ; disco-vertébrales : 30 jours ;…","au choix aux conditions particulières (15 ou 30 jours non proposés en dispense Lemoine) ; psy/asthénie/fibromyalgie : 90 jours ; disco-vertébrales : 30 jours ; exonération : 90 jours",Notice-Masterlife-Credit-202410.pdf,13
axa_axa_axa_masterlife_credit_2024_10_delais_carences_franchises_5c99bb1c3721_knowledge_80b877f736b9,Masterlife CREDIT,"30 jours pour contester par attestation médicale détaillée en RAR ; ensuite expertise amiable (expert judiciaire, frais partagés par moitié) obligatoire avant…","30 jours pour contester par attestation médicale détaillée en RAR ; ensuite expertise amiable (expert judiciaire, frais partagés par moitié) obligatoire avant toute voie judiciaire",Notice-Masterlife-Credit-202410.pdf,18
axa_axa_axa_masterlife_credit_2024_10_delais_carences_franchises_88bd824e4adb_knowledge_64636cd533fc,Masterlife CREDIT,2 ans / 10 ans / 30 ans (L114-1 s.),2 ans / 10 ans / 30 ans (L114-1 s.),Notice-Masterlife-Credit-202410.pdf,23
axa_axa_axa_masterlife_credit_2024_10_delais_carences_franchises_bee2e6c68d66_knowledge_327cbd2a76fe,Masterlife CREDIT,10 jours après remise des pièces (accord ADIS),10 jours après remise des pièces (accord ADIS),Notice-Masterlife-Credit-202410.pdf,12
