id,contrat,titre,texte,notice,page
entour-age:def:a8dc36eba3,Entour'Age,Actes de la Vie Quotidienne (AVQ),"5 actes de référence : transfert (debout/assis/couché dans les 2 sens), déplacement à l'intérieur, alimentation (manger des aliments préalablement servis et coupés, boire), toilette (corps + hygiène de l'élimination), habillage.",2025-06 Notice d'Information Entour'Age.pdf,12
entour-age:def:766361feb1,Entour'Age,Grille AGGIR / GIR 1-6,"Outil national d'évaluation de la dépendance (GIR 1 = dépendance la plus lourde, GIR 6 = autonomie). L'état de dépendance classé GIR 5 ou 6 n'est JAMAIS garanti par AXA.",2025-06 Notice d'Information Entour'Age.pdf,13
entour-age:def:7688339d3f,Entour'Age,Test Folstein,"Test d'évaluation de la dépendance psychique, réalisé par le neurologue ou psychiatre traitant ; disponible sur demande auprès d'AXA Assistance.",2025-06 Notice d'Information Entour'Age.pdf,12
entour-age:def:81f0a11726,Entour'Age,Dépendance Totale,"2 conditions cumulatives : (1) état de santé justifiant définitivement l'assistance d'une tierce personne ; (2) selon la nature : physique = incapacité d'exercer seule ≥ 4 des 5 AVQ ; psychique = démence diagnostiquée avec Folstein ≤ 10 ET incitation nécessaire pour ≥ 2 AVQ ; mixte = démence avec Folstein ≤ 15 ET incapacité pour ≥ 3 AVQ. État consolidé, permanent, reconnu par le Médecin Conseil d'AXA.",2025-06 Notice d'Information Entour'Age.pdf,13
entour-age:def:8934291cab,Entour'Age,Dépendance Partielle,"2 conditions cumulatives : (1) GIR 1, 2 ou 3 ; (2) physique = incapacité pour ≥ 3 des 5 AVQ, ou psychique = démence diagnostiquée avec Folstein < 15.",2025-06 Notice d'Information Entour'Age.pdf,13
entour-age:def:dd8cd4544e,Entour'Age,Dépendance Légère,(Pour le Capital Premiers Frais en Formule Totale et Partielle) : GIR 1-4 ET physique = incapacité pour ≥ 2 des 5 AVQ ou psychique = démence avec Folstein < 18. Score évalué par le Médecin Conseil d'AXA.,2025-06 Notice d'Information Entour'Age.pdf,13
excelium-assurance-vie:def:e60bade006,Excelium (assurance vie),Fonds Croissance,"Engagements donnant lieu à constitution d'une provision de diversification : garantie en capital à l'ÉCHÉANCE égale à 100 % des sommes versées nettes de frais sur versements ; valeur de part fluctuante entre-temps ; durée initiale de garantie 10 ans, prorogeable (l'assureur peut refuser la prorogation jusqu'à 3 mois avant l'échéance).",2026-05 Notice Excelium Vie.pdf,2
excelium-assurance-vie:def:6786e29652,Excelium (assurance vie),Capital sous risque (garantie Revalorisée),Différence positive entre le montant garanti et la valeur de l'épargne au dernier jour du mois.,2026-05 Notice Excelium Vie.pdf,17
excelium-assurance-vie:def:260046ebea,Excelium (assurance vie),Versements nets,"Versements bruts moins droits d'adhésion, frais de dossier et frais sur versements.",2026-05 Notice Excelium Vie.pdf,16
ma-protection-accident-garantie-des-accidents-de-la-vie:def:bc84b360bb,Ma Protection Accident (Garantie des accidents de la vie),Accident,"Toute atteinte corporelle non intentionnelle de la part de l'assuré, provenant de l'action soudaine, violente et imprévisible d'une cause extérieure qui cause des lésions corporelles ou le décès.",2024-03 CG Ma Protection Accident (AGA-AEP).pdf,25
ma-protection-accident-garantie-des-accidents-de-la-vie:def:a7ab0cecc7,Ma Protection Accident (Garantie des accidents de la vie),Accident médical,"Acte ou ensemble d'actes de caractère médical ayant eu sur l'assuré des conséquences dommageables pour sa santé, pratiqué par des médecins/auxiliaires médicaux ou praticiens autorisés.",2024-03 CG Ma Protection Accident (AGA-AEP).pdf,25
ma-protection-accident-garantie-des-accidents-de-la-vie:def:5af24fd375,Ma Protection Accident (Garantie des accidents de la vie),Date de consolidation,"Date à laquelle les dommages corporels ont médicalement acquis un caractère permanent tel qu'un traitement n'est plus nécessaire si ce n'est pour éviter une aggravation, et qu'il devient possible de déterminer les séquelles.",2024-03 CG Ma Protection Accident (AGA-AEP).pdf,26
ma-protection-accident-garantie-des-accidents-de-la-vie:def:4aa801f469,Ma Protection Accident (Garantie des accidents de la vie),Déficit fonctionnel permanent (DFP),"Séquelles permanentes gardées à la suite de l'accident : réduction définitive du potentiel physique, psycho-sensoriel ou intellectuel, douleurs pérennes et répercussions psychologiques liées.",2024-03 CG Ma Protection Accident (AGA-AEP).pdf,26
ma-protection-accident-garantie-des-accidents-de-la-vie:def:07ebe9bf72,Ma Protection Accident (Garantie des accidents de la vie),Seuil d'intervention,"Taux de déficit fonctionnel permanent en deçà duquel l'assureur n'intervient pas, pour quelque préjudice que ce soit. Il s'élève à 1 %.",2024-03 CG Ma Protection Accident (AGA-AEP).pdf,26
ma-protection-accident-garantie-des-accidents-de-la-vie:def:65b635209b,Ma Protection Accident (Garantie des accidents de la vie),Conjoint,"Conjoint non séparé de corps ou concubin (Pacs ou non) du souscripteur, résidant sous son toit à l'adresse des Conditions particulières.",2024-03 CG Ma Protection Accident (AGA-AEP).pdf,26
ma-protection-accident-garantie-des-accidents-de-la-vie:def:45633cfa34,Ma Protection Accident (Garantie des accidents de la vie),Enfants,"Enfants du souscripteur/conjoint résidant sous son toit ; enfants mineurs même hors du toit ; enfants majeurs célibataires de moins de 26 ans poursuivant leurs études.",2024-03 CG Ma Protection Accident (AGA-AEP).pdf,26
ma-protection-accident-garantie-des-accidents-de-la-vie:def:11cbeb7842,Ma Protection Accident (Garantie des accidents de la vie),Bénéficiaire,"En cas de DFP : l'assuré victime lui-même. En cas de décès : enfant, conjoint ou membres de la famille couverts par le même contrat justifiant un préjudice direct, à l'exception des personnes ayant causé volontairement les dommages.",2024-03 CG Ma Protection Accident (AGA-AEP).pdf,25
ma-protection-accident-garantie-des-accidents-de-la-vie:def:890b9fbc67,Ma Protection Accident (Garantie des accidents de la vie),Souscripteur,"Personne désignée aux Conditions particulières ; doit avoir plus de 18 ans et résidence principale + foyer fiscal en France métropolitaine, Guadeloupe, Guyane, Réunion, Mayotte ou Martinique pendant toute la vie du contrat.",2024-03 CG Ma Protection Accident (AGA-AEP).pdf,27
ma-retraite-plan-d-epargne-retraite-individuel-per:def:8c75970030,Ma Retraite (plan d'épargne retraite individuel — PER),Compartiments 1/2/3,"1 : versements volontaires et transferts de contrats individuels ; 2 : épargne salariale transférée (participation, intéressement, PPV, CET…) ; 3 : versements obligatoires transférés (sortie en rente uniquement).",2026-05 Notice Ma Retraite.pdf,6
ma-retraite-plan-d-epargne-retraite-individuel-per:def:e60bade006,Ma Retraite (plan d'épargne retraite individuel — PER),Fonds Croissance,"Support eurocroissance en coassurance AXA France Vie / AXA Assurances Vie Mutuelle (provision de diversification), garanti à l'échéance ; risque de perte en capital avant l'échéance ; participation aux résultats 100 % du solde du compte (hebdomadaire), attributions de parts possibles ; provision collective de diversification différée à affecter sous 15 ans (réglementation au 01/04/2026) ; en cas de baisse de l'épargne en gestion personnelle à l'échéance, arbitrage sans frais vers un support défini par A134-6 ; en gestion Activ'Retraite Croissance, prorogation de 5 ans de la garantie (100 % du net investi).",2026-05 Notice Ma Retraite.pdf,24
ma-retraite-plan-d-epargne-retraite-individuel-per:def:ac7dc65e58,Ma Retraite (plan d'épargne retraite individuel — PER),Garantie Protection Retraite,Chaque versement acquiert une fraction de rente calculée sur la table de mortalité en vigueur À LA DATE DU VERSEMENT (taux technique nul) - les fractions acquises ne sont pas affectées par un changement ultérieur de table. Ne s'applique qu'à la rente versée à l'adhérent (pas au réversataire).,2026-05 Notice Ma Retraite.pdf,11
masterlife-credit:def:bc84b360bb,Masterlife CREDIT,Accident,"Atteinte corporelle non intentionnelle provenant directement de l'action soudaine et imprévisible d'une cause extérieure. L'infarctus du myocarde, les affections coronariennes, affections soudaines, affections dues à un choc émotif ou à un surmenage et les dépressions sont des MALADIES, pas des accidents.",Notice-Masterlife-Credit-202410.pdf,4
masterlife-credit:def:4c35567e6e,Masterlife CREDIT,PTIA,"Reconnu avant le 70e anniversaire définitivement incapable de toute occupation/travail rémunérateur + taux d'invalidité fonctionnelle = 100 % (barème AT SS). Tierce personne exigée entre 60 et 70 ans ; non exigée avant 60 ans.",Notice-Masterlife-Credit-202410.pdf,5
masterlife-credit:def:79f88b32e2,Masterlife CREDIT,Incapacité temporaire totale de travail,"Arrêt total et temporaire de la profession (maladie/accident), médicalement constaté. Chômeur ou sans activité non retraité : incapacité totale d'effectuer ses activités habituelles NON professionnelles. Congé légal de maternité exclu de la notion.",Notice-Masterlife-Credit-202410.pdf,5
masterlife-credit:def:9351ac94d0,Masterlife CREDIT,Invalidité professionnelle,"Définie par expertise, 0-100 %, par rapport à la profession exercée ; indépendante de la position de la Sécurité sociale (la reconnaissance par un organisme ne s'impose pas à l'assureur).",Notice-Masterlife-Credit-202410.pdf,5
masterlife-credit:def:5f15e6a842,Masterlife CREDIT,Franchise,"Période entre l'événement et le début de l'indemnisation ; plusieurs niveaux, choix aux conditions particulières ; ne concerne que l'incapacité de travail.",Notice-Masterlife-Credit-202410.pdf,4
