id,contrat,titre,texte,notice,page
axa_axa_axa_avizen_pro_2025_04_cotisations_et_prix_c1e309f0900b_knowledge_52e78d47d201,Avizen Pro,frais,frais. Information documentaire à consulter dans la source.,2025-04 Notice d'information Avizen.pdf,9
axa_axa_axa_avizen_pro_2025_04_cotisations_et_prix_de84853eb4a2_knowledge_c405418c785b,Avizen Pro,réductions,"Abattement non-fumeur · Abattement tarifaire pour non-fumeur (24 mois sans tabac ni sevrage) sur les garanties décès/IPT, rente éducation, rente décès.",2025-04 Notice d'information Avizen.pdf,9
axa_axa_axa_entourage_2025_06_cotisations_et_prix_838b008b1906_knowledge_5662096fed89,Entour'Age,tableaux,tableaux. Information documentaire à consulter dans la source.,2025-06 Notice d'Information Entour'Age.pdf,
axa_axa_axa_entourage_2025_06_cotisations_et_prix_b469ea936b98_knowledge_330ec644bd2d,Entour'Age,mode_calcul,"Cotisation calculée à l'adhésion selon : âge de l'assuré (différence de millésimes), garanties souscrites et niveau de rente choisi, majoration éventuelle pour risque aggravé. Payable à terme d'avance (périodicité mensuelle/trimestrielle/semestrielle/annuelle, modifiable à chaque échéance anniversaire). PAS de modification en raison de l'âge ou de la détérioration de l'état de santé en cours d'adhésion ; majorations possibles uniquement sur décision du comité de gestion paritaire (revalorisation, résultats techniques/financiers, évolutions législatives/…",2025-06 Notice d'Information Entour'Age.pdf,
axa_axa_axa_entourage_2025_06_cotisations_et_prix_b71f718b3818_knowledge_2ceb18ba5d21,Entour'Age,frais,Frais de fractionnement · Mentionnés comme déduits du remboursement des cotisations (garantie décès remboursement) — montant non précisé dans la notice.,2025-06 Notice d'Information Entour'Age.pdf,
axa_axa_axa_entourage_2025_06_cotisations_et_prix_bda7c72e6e68_knowledge_c08c819e085e,Entour'Age,exemples_chiffrés,"Calcul de l'âge par différence de millésimes : né en 1947, adhésion en 2012 → 2012-1947 = 65 ans.",2025-06 Notice d'Information Entour'Age.pdf,
axa_axa_axa_entourage_2025_06_cotisations_et_prix_d8f6e55152e0_knowledge_4ce4ee258710,Entour'Age,défaut_de_paiement,à l'expiration d'un délai de 40 jours à compter de l'envoi de cette lettre… la résiliation de votre adhésion,2025-06 Notice d'Information Entour'Age.pdf,11
axa_axa_axa_entourage_2025_06_cotisations_et_prix_df0f22fdd097_knowledge_21a4375ed5e3,Entour'Age,réductions,Réduction couple 10 % · Voir options.,2025-06 Notice d'Information Entour'Age.pdf,
axa_axa_axa_entourage_2025_06_cotisations_et_prix_e4d3550ca172_knowledge_4e2e3f2d5105,Entour'Age,exonération,vous êtes exonéré du paiement des cotisations liées à l'ensemble des garanties,2025-06 Notice d'Information Entour'Age.pdf,10
axa_axa_axa_essenciel_2025_06_cotisations_et_prix_0d109ff2f1ce_knowledge_b64c3388e76a,Essen'Ciel (assurance obsèques),réductions,Réduction couple 10 % · Voir options.,2025-06 Notice d'information Essen'Ciel.pdf,
axa_axa_axa_essenciel_2025_06_cotisations_et_prix_0fdc19816413_knowledge_010612cb7537,Essen'Ciel (assurance obsèques),défaut_de_paiement,"au-delà de la première année, l'adhésion sera mise en réduction",2025-06 Notice d'information Essen'Ciel.pdf,18
axa_axa_axa_essenciel_2025_06_cotisations_et_prix_80919fdc48df_knowledge_88ef567fdcb8,Essen'Ciel (assurance obsèques),frais,"Frais de fonctionnement et de gestion de la garantie décès · Inclus dans les cotisations, exprimés en % du capital souscrit, fonction de l'âge à l'adhésion et de la durée : 0,9 % max du capital souscrit pour les cotisations viagères ; 0,4 % max pour les cotisations 10 ans ; 0,4 % max pour les cotisations 20 ans. Ces frais n'affectent pas le capital garanti. · Pénalité de rachat · 5 % de la valeur de rachat la 1re année, diminuée de 0,5 % par année ; nulle au-delà de la 10e année.",2025-06 Notice d'information Essen'Ciel.pdf,
axa_axa_axa_essenciel_2025_06_cotisations_et_prix_d352dd9df6b0_knowledge_a18b90c925a0,Essen'Ciel (assurance obsèques),exemples_chiffrés,"Capital 5 000 € souscrit → 5 804,92 € après 12 ans (revalorisation 1 %/an, +16 % global). · 50 ans, capital 4 500 € : 48,84 €/mois (10 ans) ou 25,12 €/mois (viager).",2025-06 Notice d'information Essen'Ciel.pdf,
axa_axa_axa_essenciel_2025_06_cotisations_et_prix_d54c486f45e6_knowledge_9b690d586091,Essen'Ciel (assurance obsèques),tableaux,"Exemple de cumul de cotisations (60 ans, capital 5 000 €) · 18 · type · durée · cotisation_annuelle_eur · cumul à 65/70/75/80/85/90/95 ans · Viager · jusqu'au décès · 390.68 · 1953 · 3907 · 5860 · 7814 · 9767 · 11720 · 13674 · Temporaire · 20 ans · 423.39 · 2117 · 4234 · 6351 · 8468 · 10 ans · 663.61 · 3318 · 6636",2025-06 Notice d'information Essen'Ciel.pdf,
axa_axa_axa_essenciel_2025_06_cotisations_et_prix_d5f8f13b0b5c_knowledge_a95f12312a57,Essen'Ciel (assurance obsèques),mode_calcul,"Cotisation déterminée à l'adhésion selon : montant du capital choisi (2 000-10 000 €), âge de l'adhérent (différence de millésimes), durée de paiement (10 ans, 20 ans, viagère). Cotisations CONSTANTES (n'évoluent ni avec l'âge ni avec l'état de santé). Payables d'avance, périodicité mensuelle/trimestrielle/semestrielle/annuelle.",2025-06 Notice d'information Essen'Ciel.pdf,
axa_axa_axa_excelium_vie_2026_05_cotisations_et_prix_171c5a3a4b19_knowledge_833f37b8be6f,Excelium (assurance vie),mode_calcul,"Versements libres et/ou programmés. Minima (annexe 3, au 20/05/2026) : versement initial 300 € (5 000 € gestion pilotée ; 10 000 € avec investissement progressif en pilotée) ; complémentaires 750 € ; programmés 50 €/mois, 150 €/trimestre, 300 €/semestre, 600 €/an ; rachat partiel 750 € (programmé : 150 €) avec solde minimal 750 € ; arbitrage gestion personnelle 750 €.",2026-05 Notice Excelium Vie.pdf,18
axa_axa_axa_excelium_vie_2026_05_cotisations_et_prix_297d8ca1d613_knowledge_5d36dfd4585a,Excelium (assurance vie),tableaux,tableaux. Information documentaire à consulter dans la source.,2026-05 Notice Excelium Vie.pdf,18
axa_axa_axa_excelium_vie_2026_05_cotisations_et_prix_4f3778d27635_knowledge_d5c460f0fa07,Excelium (assurance vie),exemples_chiffrés,"VR support euros après 1 an pour 2 500 € nets : 2 500 × (1 − 0,8 %) = 2 480 €. · Prime mensuelle Revalorisée : 30 ans, capital sous risque 250 € → 0,04 €/mois ; 75 ans → 1,48 €/mois.",2026-05 Notice Excelium Vie.pdf,18
axa_axa_axa_excelium_vie_2026_05_cotisations_et_prix_58fc69bea0e9_knowledge_6dce3bffa380,Excelium (assurance vie),frais,"Frais de dossier · 30 € maximum, prélevés uniquement au premier versement (conditions de suppression possibles, art. 5.1.1). · Droits d'adhésion ANPERE · 15 € maximum, une fois, pour les non-adhérents. · Frais sur versements · 4,85 % maximum sur chaque versement (illustrations plafonnées à 5 % cumulé la 1re année avec frais de dossier). · Frais de gestion · Support en euros : 0,80 %/an max ; fonds Croissance : 0,80 %/an max (taux mensuel équivalent 0,0669 %) ; UC hors mandat et hors AXA Immo Avenir : 0,96 %/an max (0,0804 %/mois) ; AXA Immo Avenir : 1,5…",2026-05 Notice Excelium Vie.pdf,18
axa_axa_axa_excelium_vie_2026_05_cotisations_et_prix_d5f0b093eee7_knowledge_17c33e648674,Excelium (assurance vie),réductions,réductions. Information documentaire à consulter dans la source.,2026-05 Notice Excelium Vie.pdf,18
axa_axa_axa_ma_protection_accident_2024_03_cotisations_et_prix_0abf98aa5778_knowledge_445e279cef50,Ma Protection Accident (Garantie des accidents de la vie),mode_calcul,"Cotisations fixées en fonction de la formule et des garanties choisies (montants aux Conditions particulières, non chiffrés dans les CG). Indexation à chaque échéance principale sur le « taux d'inflation annuel en France » ou indice substitué ; modification possible hors indice avec droit de résiliation. Payables d'avance à l'échéance.",2024-03 CG Ma Protection Accident (AGA-AEP).pdf,
axa_axa_axa_ma_protection_accident_2024_03_cotisations_et_prix_43cde47be6c5_knowledge_84f0cc5d506e,Ma Protection Accident (Garantie des accidents de la vie),réductions,réductions. Information documentaire à consulter dans la source.,2024-03 CG Ma Protection Accident (AGA-AEP).pdf,
axa_axa_axa_ma_protection_accident_2024_03_cotisations_et_prix_8e0714ae258e_knowledge_4063da2b858c,Ma Protection Accident (Garantie des accidents de la vie),défaut_de_paiement,suspendre la garantie après envoi d'une lettre recommandée… 30 jours,2024-03 CG Ma Protection Accident (AGA-AEP).pdf,22
axa_axa_axa_ma_protection_accident_2024_03_cotisations_et_prix_9a686a6a2b25_knowledge_23fb738e71fb,Ma Protection Accident (Garantie des accidents de la vie),tableaux,tableaux. Information documentaire à consulter dans la source.,2024-03 CG Ma Protection Accident (AGA-AEP).pdf,
axa_axa_axa_ma_protection_accident_2024_03_cotisations_et_prix_a87147f47563_knowledge_27c874b6f06e,Ma Protection Accident (Garantie des accidents de la vie),frais,frais. Information documentaire à consulter dans la source.,2024-03 CG Ma Protection Accident (AGA-AEP).pdf,
axa_axa_axa_ma_protection_accident_2024_03_cotisations_et_prix_c22a5aa37858_knowledge_579359b13918,Ma Protection Accident (Garantie des accidents de la vie),exemples_chiffrés,exemples_chiffrés. Information documentaire à consulter dans la source.,2024-03 CG Ma Protection Accident (AGA-AEP).pdf,
axa_axa_axa_ma_retraite_2026_05_cotisations_et_prix_0d373eee8846_knowledge_4a70ecf97022,Ma Retraite (plan d'épargne retraite individuel — PER),mode_calcul,"Versements réguliers fixés à l'adhésion : minima 45 €/mois, 150 €/trimestre, 300 €/semestre, 600 €/an ; PLAFOND de versement 24 000 € entre deux dates anniversaires. Versements complémentaires ≥ 500 €. Modifications de montant/périodicité sans frais.",2026-05 Notice Ma Retraite.pdf,12
axa_axa_axa_ma_retraite_2026_05_cotisations_et_prix_5f78886419a6_knowledge_e1c82020b80b,Ma Retraite (plan d'épargne retraite individuel — PER),exemples_chiffrés,"Conversion en rente : retraite à 61 ans en 2022, capital constitutif 100 € → rente viagère annuelle 3,0303 € (brut de fiscalité et PS).",2026-05 Notice Ma Retraite.pdf,12
axa_axa_axa_ma_retraite_2026_05_cotisations_et_prix_949c0d6b1fe0_knowledge_868134057060,Ma Retraite (plan d'épargne retraite individuel — PER),frais,"Droits d'adhésion ANPERE Retraite · 20 € maximum, prélevés à l'adhésion et reversés intégralement à l'association. · Frais sur versements · 3,85 % maximum sur chaque montant versé. · Frais de gestion · Fonds Croissance : 0,80 %/an max (taux mensuel équivalent 0,0669 %) ; UC hors AXA Immo Avenir : 0,96 %/an max (0,0804 %/mois) ; AXA Immo Avenir : 1,50 %/an max (0,1259 %/mois). 100 % des coupons/dividendes réinvestis (≥ 80 % pour AXA Immo Avenir, au plus tard le 1er juin). · Frais de performance fonds Croissance · 10 % max de la somme des produits nets de…",2026-05 Notice Ma Retraite.pdf,12
axa_axa_axa_ma_retraite_2026_05_cotisations_et_prix_9ba03053e69a_knowledge_d8f10c7d1ce0,Ma Retraite (plan d'épargne retraite individuel — PER),réductions,réductions. Information documentaire à consulter dans la source.,2026-05 Notice Ma Retraite.pdf,12
axa_axa_axa_ma_retraite_2026_05_cotisations_et_prix_a5a20f809364_knowledge_79846d0b1e50,Ma Retraite (plan d'épargne retraite individuel — PER),tableaux,tableaux. Information documentaire à consulter dans la source.,2026-05 Notice Ma Retraite.pdf,12
axa_axa_axa_masterlife_credit_2024_10_cotisations_et_prix_21c3f64c1b05_knowledge_bff17a646e95,Masterlife CREDIT,exemples_chiffrés,exemples_chiffrés. Information documentaire à consulter dans la source.,Notice-Masterlife-Credit-202410.pdf,
axa_axa_axa_masterlife_credit_2024_10_cotisations_et_prix_317921e2cd84_knowledge_8dcd710beb80,Masterlife CREDIT,mode_calcul,"Cotisation annuelle calculée selon : âge à l'adhésion (différence de millésimes), profession, type/taux d'intérêt/durée/modalités de remboursement/montant de l'emprunt, quotité assurée, garanties et options, conditions d'acceptation médicale et activités sportives. Deux options de tarification irrévocables (constante / capital restant dû). Payables d'avance sous 10 jours des échéances (mensuelle/trimestrielle/annuelle ; mensuel et trimestriel par prélèvement automatique obligatoire).",Notice-Masterlife-Credit-202410.pdf,
axa_axa_axa_masterlife_credit_2024_10_cotisations_et_prix_8936eebaa5cc_knowledge_85eab19f89d6,Masterlife CREDIT,réductions,réductions. Information documentaire à consulter dans la source.,Notice-Masterlife-Credit-202410.pdf,
axa_axa_axa_masterlife_credit_2024_10_cotisations_et_prix_a8de7fb08bee_knowledge_fc624b04e8d5,Masterlife CREDIT,frais,frais. Information documentaire à consulter dans la source.,Notice-Masterlife-Credit-202410.pdf,
axa_axa_axa_masterlife_credit_2024_10_cotisations_et_prix_f904852eb47e_knowledge_1f5ef94b1625,Masterlife CREDIT,tableaux,tableaux. Information documentaire à consulter dans la source.,Notice-Masterlife-Credit-202410.pdf,
axa_axa_axa_masterlife_credit_2024_10_cotisations_et_prix_fcc33a37f235_knowledge_bdaff89df963,Masterlife CREDIT,défaut_de_paiement,"le défaut de paiement… entraîne, sans nouvel avis, la résiliation des garanties",Notice-Masterlife-Credit-202410.pdf,11
